order_id,user_id,order_date,time,order_hour_of_day,product_name,quantity,price,category,product_id
1010,76,2024-08-18,7:13:00,7,Yogurt,2,446.15,Dairy & Eggs,592
1011,144,2024-10-20,15:54:00,15,Milk,2,152.27,Dairy & Eggs,295
1011,144,2024-10-20,15:54:00,15,Soap,2,499.96,Personal Care,257
1011,144,2024-10-20,15:54:00,15,Chocolate,2,414.46,Snacks,684
1012,83,2024-07-01,13:59:00,13,Energy Drink,2,145.44,Beverages,414
1012,83,2024-07-01,13:59:00,13,Charger,2,479.01,Electronics,687
1012,83,2024-07-01,13:59:00,13,Shampoo,1,162.36,Personal Care,774
1012,83,2024-07-01,13:59:00,13,Banana,2,266.82,Fruits & Vegetables,723
1013,187,2024-06-15,8:09:00,8,Charger,3,483.34,Electronics,279
1013,187,2024-06-15,8:09:00,8,Popcorn,3,240.87,Snacks,703
1013,187,2024-06-15,8:09:00,8,Chicken Breast,2,118.51,Meat & Seafood,262
1014,111,2024-12-28,18:08:00,18,Spinach,1,486.7,Fruits & Vegetables,720
1014,111,2024-12-28,18:08:00,18,Rice,3,373.99,Grains & Staples,659
1014,111,2024-12-28,18:08:00,18,Earphones,1,135.96,Electronics,265
1014,111,2024-12-28,18:08:00,18,Pain Reliever,2,248.28,Health & Wellness,802
1014,111,2024-12-28,18:08:00,18,Pen,2,405.4,Stationery,472
1015,200,2024-05-23,12:21:00,12,Sugar,2,417.75,Grains & Staples,814
1015,200,2024-05-23,12:21:00,12,Lentils,2,142.51,Grains & Staples,139
1015,200,2024-05-23,12:21:00,12,Floor Cleaner,2,85.75,Household,474
1016,257,2024-07-03,18:09:00,18,Tissue,2,238.27,Household,659
1016,257,2024-07-03,18:09:00,18,Spinach,3,355.58,Fruits & Vegetables,807
1016,257,2024-07-03,18:09:00,18,Shampoo,2,313.4,Personal Care,551
1016,257,2024-07-03,18:09:00,18,Coffee,2,354.91,Beverages,658
1016,257,2024-07-03,18:09:00,18,Chocolate,2,68.08,Snacks,659
1016,257,2024-07-03,18:09:00,18,Tea,2,120.73,Beverages,368
1016,257,2024-07-03,18:09:00,18,Face Wash,2,28.45,Personal Care,584
1017,352,2024-10-23,21:39:00,21,Diapers,1,315.15,Baby Care,338
1017,352,2024-10-23,21:39:00,21,Notebook,3,476.93,Stationery,378
1017,352,2024-10-23,21:39:00,21,Baby Food,2,306.92,Baby Care,612
1017,352,2024-10-23,21:39:00,21,Popcorn,2,209.88,Snacks,102
1017,352,2024-10-23,21:39:00,21,Chocolate,2,370.14,Snacks,759
1017,352,2024-10-23,21:39:00,21,Apple,1,479.3,Fruits & Vegetables,297
1018,221,2024-10-20,21:02:00,21,Tea,1,393.5,Beverages,116
1018,221,2024-10-20,21:02:00,21,Eggs,1,255.15,Dairy & Eggs,214
1018,221,2024-10-20,21:02:00,21,Saree,1,48.77,Clothing,989
1018,221,2024-10-20,21:02:00,21,Fish,1,422.52,Meat & Seafood,704
1018,221,2024-10-20,21:02:00,21,Vitamins,2,28.31,Health & Wellness,503
1018,221,2024-10-20,21:02:00,21,Biscuits,2,405.37,Snacks,659
1019,405,2024-07-13,12:58:00,12,Tissue,2,372.74,Household,142
1019,405,2024-07-13,12:58:00,12,Tissue,3,393.59,Household,759
1019,405,2024-07-13,12:58:00,12,Tomato,1,29.47,Fruits & Vegetables,411
1020,361,2024-10-24,9:54:00,9,Mixer Grinder,3,347.66,Electronics,744
1020,361,2024-10-24,9:54:00,9,Tea,2,424.73,Beverages,697
1020,361,2024-10-24,9:54:00,9,Banana,1,235.39,Fruits & Vegetables,707
1020,361,2024-10-24,9:54:00,9,Cake,2,336.83,Bakery,870
1020,361,2024-10-24,9:54:00,9,Floor Cleaner,1,15.08,Household,761
1020,361,2024-10-24,9:54:00,9,Shoes,3,286.73,Footwear,867
1020,361,2024-10-24,9:54:00,9,Apple,3,334.99,Fruits & Vegetables,706
1021,103,2024-04-04,18:01:00,18,Chocolate,1,468.01,Snacks,278
1021,103,2024-04-04,18:01:00,18,Popcorn,3,104.83,Snacks,587
1021,103,2024-04-04,18:01:00,18,Orange,1,412.56,Fruits & Vegetables,352
1021,103,2024-04-04,18:01:00,18,Diapers,3,51.06,Baby Care,128
1021,103,2024-04-04,18:01:00,18,Pain Reliever,1,112.46,Health & Wellness,429
1021,103,2024-04-04,18:01:00,18,Shirt,3,422.24,Clothing,871
1021,103,2024-04-04,18:01:00,18,Coffee,2,40.4,Beverages,620
1022,113,2024-08-12,8:34:00,8,Dress,2,252.55,Clothing,824
1022,113,2024-08-12,8:34:00,8,Croissant,2,207.88,Bakery,455
1022,113,2024-08-12,8:34:00,8,Prawns,1,33.0,Meat & Seafood,492
1022,113,2024-08-12,8:34:00,8,Juice,1,404.69,Beverages,384
1022,113,2024-08-12,8:34:00,8,Shampoo,1,124.56,Personal Care,840
1023,198,2024-01-29,9:43:00,9,Rice,1,292.74,Grains & Staples,725
1023,198,2024-01-29,9:43:00,9,Lentils,1,273.76,Grains & Staples,481
1023,198,2024-01-29,9:43:00,9,Spices,2,133.19,Grains & Staples,887
1023,198,2024-01-29,9:43:00,9,Pastry,2,111.85,Bakery,601
1023,198,2024-01-29,9:43:00,9,Tissue,1,104.62,Household,345
1024,168,2024-10-27,14:55:00,14,Shampoo,2,225.72,Personal Care,474
1024,168,2024-10-27,14:55:00,14,Dress,1,411.05,Clothing,894
1024,168,2024-10-27,14:55:00,14,Electric Kettle,3,498.01,Electronics,542
1025,47,2024-08-06,22:54:00,22,Toilet Paper,2,499.53,Household,879
1025,47,2024-08-06,22:54:00,22,Orange,3,359.78,Fruits & Vegetables,625
1025,47,2024-08-06,22:54:00,22,Dishwashing Liquid,2,30.4,Household,566
1026,205,2024-06-10,8:41:00,8,Chips,2,98.99,Snacks,894
1026,205,2024-06-10,8:41:00,8,Wheat Flour,1,155.83,Grains & Staples,761
1026,205,2024-06-10,8:41:00,8,Energy Drink,2,195.84,Beverages,548
1026,205,2024-06-10,8:41:00,8,Beef,3,226.35,Meat & Seafood,757
1026,205,2024-06-10,8:41:00,8,Detergent,3,55.93,Household,497
1026,205,2024-06-10,8:41:00,8,Tea,3,50.45,Beverages,194
1027,75,2024-11-05,22:38:00,22,Chicken Breast,3,491.37,Meat & Seafood,843
1027,75,2024-11-05,22:38:00,22,Bread,3,19.13,Bakery,711
1027,75,2024-11-05,22:38:00,22,Potato,1,44.56,Fruits & Vegetables,689
1027,75,2024-11-05,22:38:00,22,Shampoo,1,412.73,Personal Care,488
1027,75,2024-11-05,22:38:00,22,Toothpaste,3,416.59,Personal Care,427
1028,427,2024-08-22,12:39:00,12,Spinach,1,276.14,Fruits & Vegetables,859
1028,427,2024-08-22,12:39:00,12,Croissant,2,358.45,Bakery,843
1028,427,2024-08-22,12:39:00,12,Spices,2,156.19,Grains & Staples,576
1028,427,2024-08-22,12:39:00,12,Toothpaste,3,471.66,Personal Care,361
1028,427,2024-08-22,12:39:00,12,Spices,2,118.25,Grains & Staples,165
1028,427,2024-08-22,12:39:00,12,Sugar,1,430.37,Grains & Staples,627
1029,473,2024-04-14,13:44:00,13,Prawns,3,78.5,Meat & Seafood,901
1029,473,2024-04-14,13:44:00,13,Marker,3,37.3,Stationery,255
1029,473,2024-04-14,13:44:00,13,Salt,3,65.17,Grains & Staples,420
1029,473,2024-04-14,13:44:00,13,Dress,1,345.05,Clothing,596
1029,473,2024-04-14,13:44:00,13,Toothpaste,3,185.61,Personal Care,749
1030,255,2024-03-12,11:07:00,11,Floor Cleaner,1,112.43,Household,599
1030,255,2024-03-12,11:07:00,11,Educational Book,2,27.75,Books,352
1030,255,2024-03-12,11:07:00,11,Pen,2,257.21,Stationery,160
1030,255,2024-03-12,11:07:00,11,Detergent,3,338.73,Household,299
1031,78,2024-05-05,11:27:00,11,Butter,1,233.33,Dairy & Eggs,280
1031,78,2024-05-05,11:27:00,11,Pasta,3,392.1,Grains & Staples,516
1031,78,2024-05-05,11:27:00,11,Toilet Paper,1,186.25,Household,142
1032,102,2024-05-23,11:00:00,11,Salt,3,476.83,Grains & Staples,214
1032,102,2024-05-23,11:00:00,11,Fiction Book,3,232.85,Books,437
1032,102,2024-05-23,11:00:00,11,Spices,3,106.29,Grains & Staples,129
1033,347,2024-10-27,12:25:00,12,Marker,3,91.93,Stationery,307
1033,347,2024-10-27,12:25:00,12,Chips,2,234.13,Snacks,456
1033,347,2024-10-27,12:25:00,12,Marker,1,482.51,Stationery,311
1033,347,2024-10-27,12:25:00,12,Dress,3,452.2,Clothing,237
1034,449,2024-11-26,19:49:00,19,Cooking Oil,1,119.37,Grains & Staples,592
1034,449,2024-11-26,19:49:00,19,Pasta,1,355.34,Grains & Staples,172
1034,449,2024-11-26,19:49:00,19,Shoes,1,296.43,Footwear,991
1034,449,2024-11-26,19:49:00,19,Pastry,1,103.04,Bakery,780
1035,55,2024-06-26,21:04:00,21,Jeans,2,68.59,Clothing,258
1035,55,2024-06-26,21:04:00,21,Banana,2,235.72,Fruits & Vegetables,310
1035,55,2024-06-26,21:04:00,21,Cookies,2,213.55,Bakery,679
1035,55,2024-06-26,21:04:00,21,Beef,1,291.08,Meat & Seafood,490
1035,55,2024-06-26,21:04:00,21,Phone Cover,2,424.49,Electronics,617
1035,55,2024-06-26,21:04:00,21,Tea,3,420.71,Beverages,428
1036,298,2024-04-05,13:34:00,13,Pastry,3,159.69,Bakery,234
1036,298,2024-04-05,13:34:00,13,Yogurt,2,410.88,Dairy & Eggs,931
1036,298,2024-04-05,13:34:00,13,Spices,2,186.3,Grains & Staples,857
1036,298,2024-04-05,13:34:00,13,Toilet Paper,3,379.55,Household,521
1036,298,2024-04-05,13:34:00,13,Soda,3,144.85,Beverages,849
1037,94,2024-11-01,22:05:00,22,Electric Kettle,3,419.92,Electronics,879
1037,94,2024-11-01,22:05:00,22,Pen,1,131.12,Stationery,980
1037,94,2024-11-01,22:05:00,22,Popcorn,3,219.7,Snacks,661
1037,94,2024-11-01,22:05:00,22,Diapers,2,127.0,Baby Care,514
1037,94,2024-11-01,22:05:00,22,Detergent,2,223.23,Household,144
1037,94,2024-11-01,22:05:00,22,Shoes,1,213.11,Footwear,727
1037,94,2024-11-01,22:05:00,22,Cookies,3,360.83,Bakery,748
1038,420,2024-08-19,19:01:00,19,Eggs,2,28.22,Dairy & Eggs,680
1038,420,2024-08-19,19:01:00,19,Toilet Paper,1,416.24,Household,689
1038,420,2024-08-19,19:01:00,19,Saree,3,441.32,Clothing,975
1038,420,2024-08-19,19:01:00,19,Pen,2,327.77,Stationery,600
1038,420,2024-08-19,19:01:00,19,Cheese,3,211.41,Dairy & Eggs,814
1038,420,2024-08-19,19:01:00,19,Electric Kettle,2,288.16,Electronics,124
1038,420,2024-08-19,19:01:00,19,Tea,1,327.53,Beverages,415
1039,487,2024-07-27,9:57:00,9,Salt,1,99.86,Grains & Staples,237
1039,487,2024-07-27,9:57:00,9,Baby Food,1,53.62,Baby Care,370
1039,487,2024-07-27,9:57:00,9,Dress,2,280.95,Clothing,326
1039,487,2024-07-27,9:57:00,9,Pain Reliever,2,463.02,Health & Wellness,971
1039,487,2024-07-27,9:57:00,9,Detergent,3,285.97,Household,972
1039,487,2024-07-27,9:57:00,9,Mixer Grinder,2,468.26,Electronics,779
1040,206,2024-07-16,17:15:00,17,Orange,2,144.07,Fruits & Vegetables,400
1040,206,2024-07-16,17:15:00,17,Orange,3,346.11,Fruits & Vegetables,417
1040,206,2024-07-16,17:15:00,17,Cake,1,68.47,Bakery,991
1041,359,2024-12-11,19:16:00,19,Pain Reliever,1,378.99,Health & Wellness,440
1041,359,2024-12-11,19:16:00,19,Yogurt,3,330.97,Dairy & Eggs,709
1041,359,2024-12-11,19:16:00,19,Banana,3,60.5,Fruits & Vegetables,297
1041,359,2024-12-11,19:16:00,19,Phone Cover,1,440.04,Electronics,577
1041,359,2024-12-11,19:16:00,19,Toilet Paper,3,446.32,Household,659
1041,359,2024-12-11,19:16:00,19,Eggs,1,267.12,Dairy & Eggs,138
1041,359,2024-12-11,19:16:00,19,Popcorn,3,390.98,Snacks,909
1042,459,2024-09-05,18:06:00,18,Prawns,3,294.73,Meat & Seafood,531
1042,459,2024-09-05,18:06:00,18,Saree,1,25.75,Clothing,564
1042,459,2024-09-05,18:06:00,18,Saree,2,142.47,Clothing,864
1043,367,2024-12-14,21:08:00,21,Yogurt,3,403.17,Dairy & Eggs,579
1043,367,2024-12-14,21:08:00,21,Toilet Paper,3,64.92,Household,523
1043,367,2024-12-14,21:08:00,21,Floor Cleaner,3,176.77,Household,695
1043,367,2024-12-14,21:08:00,21,Shirt,3,346.54,Clothing,685
1043,367,2024-12-14,21:08:00,21,Tissue,2,470.72,Household,699
1043,367,2024-12-14,21:08:00,21,Earphones,1,456.48,Electronics,665
1043,367,2024-12-14,21:08:00,21,Soda,3,135.64,Beverages,491
1044,130,2024-08-12,13:46:00,13,Fish,3,396.75,Meat & Seafood,375
1044,130,2024-08-12,13:46:00,13,Dress,1,109.39,Clothing,944
1044,130,2024-08-12,13:46:00,13,Pastry,2,191.88,Bakery,268
1045,390,2024-08-27,12:38:00,12,Apple,3,477.98,Fruits & Vegetables,286
1045,390,2024-08-27,12:38:00,12,Salt,2,73.41,Grains & Staples,930
1045,390,2024-08-27,12:38:00,12,Cheese,3,263.69,Dairy & Eggs,727
1045,390,2024-08-27,12:38:00,12,Jeans,3,90.94,Clothing,229
1045,390,2024-08-27,12:38:00,12,Electric Kettle,1,141.05,Electronics,347
1045,390,2024-08-27,12:38:00,12,Chicken Breast,1,271.3,Meat & Seafood,221
1046,356,2024-07-15,7:47:00,7,Fish,3,216.25,Meat & Seafood,235
1046,356,2024-07-15,7:47:00,7,Vitamins,2,393.94,Health & Wellness,265
1046,356,2024-07-15,7:47:00,7,Jeans,2,498.59,Clothing,411
1046,356,2024-07-15,7:47:00,7,Tissue,1,429.93,Household,890
1046,356,2024-07-15,7:47:00,7,Toothpaste,1,475.81,Personal Care,296
1046,356,2024-07-15,7:47:00,7,Eggs,1,176.41,Dairy & Eggs,508
1046,356,2024-07-15,7:47:00,7,Pain Reliever,2,260.77,Health & Wellness,666
1047,221,2024-05-21,14:00:00,14,Electric Kettle,1,36.75,Electronics,852
1047,221,2024-05-21,14:00:00,14,Dishwashing Liquid,2,224.81,Household,131
1047,221,2024-05-21,14:00:00,14,Floor Cleaner,1,198.91,Household,707
1048,488,2024-12-09,16:58:00,16,Chicken Breast,1,357.51,Meat & Seafood,946
1048,488,2024-12-09,16:58:00,16,Chocolate,2,310.42,Snacks,231
1048,488,2024-12-09,16:58:00,16,Yogurt,2,314.51,Dairy & Eggs,768
1049,488,2024-03-29,15:44:00,15,Shoes,2,246.1,Footwear,213
1049,488,2024-03-29,15:44:00,15,Apple,3,414.16,Fruits & Vegetables,174
1049,488,2024-03-29,15:44:00,15,Cheese,2,263.95,Dairy & Eggs,509
1049,488,2024-03-29,15:44:00,15,Bread,1,128.86,Bakery,210
1049,488,2024-03-29,15:44:00,15,Chicken Breast,3,110.49,Meat & Seafood,745
1049,488,2024-03-29,15:44:00,15,Tomato,1,362.28,Fruits & Vegetables,338
1050,194,2024-05-05,6:13:00,6,Biscuits,2,445.71,Snacks,976
1050,194,2024-05-05,6:13:00,6,Tissue,2,376.97,Household,705
1050,194,2024-05-05,6:13:00,6,Spinach,1,372.68,Fruits & Vegetables,594
1050,194,2024-05-05,6:13:00,6,Lentils,2,235.26,Grains & Staples,154
1050,194,2024-05-05,6:13:00,6,Fish,3,468.22,Meat & Seafood,336
1050,194,2024-05-05,6:13:00,6,Toilet Paper,3,77.82,Household,991
1051,53,2024-12-20,6:47:00,6,Onion,2,359.34,Fruits & Vegetables,890
1051,53,2024-12-20,6:47:00,6,Salt,1,296.92,Grains & Staples,531
1051,53,2024-12-20,6:47:00,6,Energy Drink,3,245.45,Beverages,959
1051,53,2024-12-20,6:47:00,6,Carrot,2,131.39,Fruits & Vegetables,990
1052,165,2024-02-05,6:16:00,6,Baby Food,3,482.88,Baby Care,271
1052,165,2024-02-05,6:16:00,6,Butter,2,19.14,Dairy & Eggs,441
1052,165,2024-02-05,6:16:00,6,Prawns,3,16.42,Meat & Seafood,608
1052,165,2024-02-05,6:16:00,6,Cheese,1,252.87,Dairy & Eggs,130
1052,165,2024-02-05,6:16:00,6,Notebook,2,332.82,Stationery,595
1053,135,2024-05-03,9:53:00,9,Soap,2,344.37,Personal Care,938
1053,135,2024-05-03,9:53:00,9,Prawns,2,273.26,Meat & Seafood,411
1053,135,2024-05-03,9:53:00,9,Eggs,3,307.39,Dairy & Eggs,818
1054,323,2024-09-25,21:03:00,21,Mixer Grinder,1,292.75,Electronics,863
1054,323,2024-09-25,21:03:00,21,Tea,1,300.34,Beverages,612
1054,323,2024-09-25,21:03:00,21,Eggs,2,308.42,Dairy & Eggs,168
1054,323,2024-09-25,21:03:00,21,Eggs,3,167.09,Dairy & Eggs,600
1054,323,2024-09-25,21:03:00,21,Prawns,3,339.7,Meat & Seafood,817
1054,323,2024-09-25,21:03:00,21,Bread,2,203.11,Bakery,285
1055,272,2024-04-21,14:33:00,14,Chocolate,3,173.48,Snacks,739
1055,272,2024-04-21,14:33:00,14,Popcorn,3,24.6,Snacks,378
1055,272,2024-04-21,14:33:00,14,Orange,1,188.12,Fruits & Vegetables,789
1055,272,2024-04-21,14:33:00,14,Tea,3,22.34,Beverages,131
1055,272,2024-04-21,14:33:00,14,Carrot,1,333.81,Fruits & Vegetables,848
1055,272,2024-04-21,14:33:00,14,Jeans,3,300.95,Clothing,315
1055,272,2024-04-21,14:33:00,14,Coffee,2,95.58,Beverages,654
1056,243,2024-05-19,20:45:00,20,Chips,1,156.76,Snacks,300
1056,243,2024-05-19,20:45:00,20,Chicken Breast,3,257.11,Meat & Seafood,125
1056,243,2024-05-19,20:45:00,20,Cake,3,37.91,Bakery,180
1057,282,2024-07-15,17:08:00,17,Beef,1,75.76,Meat & Seafood,881
1057,282,2024-07-15,17:08:00,17,Phone Cover,1,220.79,Electronics,546
1057,282,2024-07-15,17:08:00,17,Croissant,1,422.38,Bakery,541
1057,282,2024-07-15,17:08:00,17,Mixer Grinder,3,254.66,Electronics,186
1057,282,2024-07-15,17:08:00,17,Juice,2,138.67,Beverages,199
1057,282,2024-07-15,17:08:00,17,Prawns,3,39.81,Meat & Seafood,334
1058,114,2024-11-10,17:19:00,17,Croissant,3,437.91,Bakery,154
1058,114,2024-11-10,17:19:00,17,Wheat Flour,3,415.41,Grains & Staples,797
1058,114,2024-11-10,17:19:00,17,Phone Cover,2,232.5,Electronics,264
1058,114,2024-11-10,17:19:00,17,Energy Drink,2,33.48,Beverages,105
1058,114,2024-11-10,17:19:00,17,Tomato,2,255.93,Fruits & Vegetables,930
1059,124,2024-04-06,7:04:00,7,Cookies,3,382.26,Bakery,699
1059,124,2024-04-06,7:04:00,7,Cookies,3,492.72,Bakery,837
1059,124,2024-04-06,7:04:00,7,Spices,1,268.98,Grains & Staples,564
1059,124,2024-04-06,7:04:00,7,Dishwashing Liquid,1,189.43,Household,772
1059,124,2024-04-06,7:04:00,7,Pain Reliever,2,254.73,Health & Wellness,736
1060,29,2024-08-16,11:42:00,11,Pastry,1,176.97,Bakery,536
1060,29,2024-08-16,11:42:00,11,Soda,2,333.54,Beverages,412
1060,29,2024-08-16,11:42:00,11,Pasta,3,126.92,Grains & Staples,838
1060,29,2024-08-16,11:42:00,11,Face Wash,1,153.57,Personal Care,363
1061,392,2024-09-18,11:18:00,11,Dishwashing Liquid,2,489.04,Household,162
1061,392,2024-09-18,11:18:00,11,Sugar,2,167.51,Grains & Staples,485
1061,392,2024-09-18,11:18:00,11,Saree,2,303.01,Clothing,640
1062,188,2024-11-04,11:01:00,11,Soda,2,304.34,Beverages,403
1062,188,2024-11-04,11:01:00,11,Biscuits,2,408.08,Snacks,544
1062,188,2024-11-04,11:01:00,11,Juice,3,100.53,Beverages,395
1062,188,2024-11-04,11:01:00,11,Belt,1,169.1,Clothing Accessories,448
1062,188,2024-11-04,11:01:00,11,Rice,2,172.79,Grains & Staples,382
1062,188,2024-11-04,11:01:00,11,Saree,3,32.52,Clothing,579
1063,483,2024-08-10,12:20:00,12,Milk,2,391.65,Dairy & Eggs,496
1063,483,2024-08-10,12:20:00,12,Croissant,3,122.19,Bakery,234
1063,483,2024-08-10,12:20:00,12,Yogurt,1,433.83,Dairy & Eggs,429
1063,483,2024-08-10,12:20:00,12,Croissant,1,186.08,Bakery,804
1063,483,2024-08-10,12:20:00,12,Earphones,3,371.04,Electronics,182
1063,483,2024-08-10,12:20:00,12,Baby Food,3,335.82,Baby Care,804
1064,411,2024-03-02,9:30:00,9,Vitamins,3,77.05,Health & Wellness,504
1064,411,2024-03-02,9:30:00,9,Coffee,3,453.56,Beverages,863
1064,411,2024-03-02,9:30:00,9,Bread,1,370.1,Bakery,647
1064,411,2024-03-02,9:30:00,9,Potato,1,286.65,Fruits & Vegetables,282
1064,411,2024-03-02,9:30:00,9,Sugar,1,392.19,Grains & Staples,981
1065,92,2024-01-22,10:13:00,10,Face Wash,2,172.29,Personal Care,494
1065,92,2024-01-22,10:13:00,10,Lentils,1,447.14,Grains & Staples,136
1065,92,2024-01-22,10:13:00,10,Shirt,1,495.7,Clothing,115
1065,92,2024-01-22,10:13:00,10,Soap,3,471.72,Personal Care,840
1065,92,2024-01-22,10:13:00,10,Juice,3,315.86,Beverages,768
1065,92,2024-01-22,10:13:00,10,Energy Drink,3,55.16,Beverages,163
1065,92,2024-01-22,10:13:00,10,Rice,1,457.36,Grains & Staples,229
1066,52,2024-01-08,17:31:00,17,Chicken Breast,2,324.11,Meat & Seafood,904
1066,52,2024-01-08,17:31:00,17,Biscuits,2,293.79,Snacks,567
1066,52,2024-01-08,17:31:00,17,Baby Food,3,394.32,Baby Care,569
1066,52,2024-01-08,17:31:00,17,Face Wash,2,230.14,Personal Care,530
1066,52,2024-01-08,17:31:00,17,Beef,2,291.93,Meat & Seafood,361
1067,328,2024-07-15,16:03:00,16,Spinach,2,251.9,Fruits & Vegetables,283
1067,328,2024-07-15,16:03:00,16,Tomato,1,28.43,Fruits & Vegetables,589
1067,328,2024-07-15,16:03:00,16,Tissue,2,418.82,Household,587
1067,328,2024-07-15,16:03:00,16,Lentils,2,73.3,Grains & Staples,715
1068,94,2024-05-22,22:04:00,22,Baby Food,1,469.14,Baby Care,128
1068,94,2024-05-22,22:04:00,22,Spices,3,413.63,Grains & Staples,592
1068,94,2024-05-22,22:04:00,22,Potato,2,179.62,Fruits & Vegetables,892
1068,94,2024-05-22,22:04:00,22,Salt,2,449.57,Grains & Staples,977
1068,94,2024-05-22,22:04:00,22,Sugar,3,127.34,Grains & Staples,506
1068,94,2024-05-22,22:04:00,22,Lentils,3,393.24,Grains & Staples,291
1068,94,2024-05-22,22:04:00,22,Biscuits,3,250.16,Snacks,235
1069,109,2024-08-08,13:04:00,13,Shampoo,3,459.09,Personal Care,579
1069,109,2024-08-08,13:04:00,13,Toothpaste,1,239.87,Personal Care,193
1069,109,2024-08-08,13:04:00,13,Pastry,1,48.17,Bakery,316
1069,109,2024-08-08,13:04:00,13,Pen,2,25.35,Stationery,706
1070,77,2024-02-23,8:23:00,8,Yogurt,2,148.49,Dairy & Eggs,642
1070,77,2024-02-23,8:23:00,8,Salt,3,482.49,Grains & Staples,465
1070,77,2024-02-23,8:23:00,8,Orange,3,453.16,Fruits & Vegetables,613
1071,49,2024-09-19,17:54:00,17,Toilet Paper,3,411.92,Household,641
1071,49,2024-09-19,17:54:00,17,Pastry,1,263.61,Bakery,555
1071,49,2024-09-19,17:54:00,17,Floor Cleaner,1,293.75,Household,918
1072,195,2024-07-09,10:28:00,10,Tea,2,48.84,Beverages,834
1072,195,2024-07-09,10:28:00,10,Marker,1,17.37,Stationery,384
1072,195,2024-07-09,10:28:00,10,Milk,3,305.71,Dairy & Eggs,845
1072,195,2024-07-09,10:28:00,10,Cake,2,434.14,Bakery,770
1073,176,2024-05-04,14:45:00,14,Soda,1,360.34,Beverages,757
